stype,p,ootype,propType,scnt,ocnt,cnt,min_sp,max_sp,avg_sp
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2004/02/skos/core#definition,,data,87,87,87,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2004/02/skos/core#historyNote,,data,4,4,4,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2004/02/skos/core#scopeNote,,data,75,75,75,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2008/05/skos-xl#labelRelation,http://eurovoc.europa.eu/schema#PreferredTerm,object,1437,1329,1441,1,3,1.074253990284524635669674
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2008/05/skos-xl#labelRelation,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,4124,4160,4250,1,15,1.197411764705882352941176
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2008/05/skos-xl#labelRelation,http://www.w3.org/2008/05/skos-xl#Label,object,5464,5489,5691,1,15,1.166227376559479880513091
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2008/05/skos-xl#literalForm,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,164201,164128,164201,1,1,1.0
http://eurovoc.europa.eu/schema#Thesaurus,http://eurovoc.europa.eu/schema#supportedLanguage,http://eurovoc.europa.eu/schema#Language,object,1,24,24,24,24,24.0
http://eurovoc.europa.eu/schema#Thesaurus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Thesaurus,object,1,2,2,2,2,2.0
http://eurovoc.europa.eu/schema#Thesaurus,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,1,24,24,25,25,25.0
http://eurovoc.europa.eu/schema#Thesaurus,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2001/XMLSchema#string,data,1,1,1,25,25,25.0
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#approvedForRelease,http://www.w3.org/2001/XMLSchema#string,data,219,1,219,1,1,1.0
